codigo,valor_atual,min_52_semanas,max_52_semanas,valorizacao_12m,liquidez_media_diaria,dy,p/l,peg_ratio,p/vp,ev/ebitda,ev/ebit,p/ebitda,p/ebit,vpa,p/ativo,lpa,p/sr,p/cap_giro,p/ativo_circ_liq,div_liquida/pl,div_liquida/ebitda,div_liquida/ebit,pl/ativos,passivos/ativos,liq_corrente,m_bruta,m_ebitda,m_ebit,m_liquida,roe,roa,roic,giro_ativos,cagr_receitas_5_anos,cagr_lucros_5_anos,patrimonio_liquido,ativos,ativo_circulante,divida_bruta,disponibilidade,divida_liquida,valor_de_mercado,valor_de_firma,segmento_de_listagem,free_float,setor_de_atuacao,subsetor_de_atuacao,segmento_de_atuacao
TEKA3,26.1,26.1,62.0,-0.579,5220.0,0.0,-0.11,-0.02,-0.01,51.68,84.0,1.17,1.91,-3533.44,0.01,-239.81,0.06,-0.01,-0.01,0.0,51.02,82.93,-1.72,2.72,0.04,0.169,0.052,0.032,-0.565,-0.068,-0.117,-0.003,0.21,-0.014,0.0,-1777868000.0,1035475000.0,95716000.0,571737000.0,266000.0,571471000.0,7369570.0,578840570.0,,0.0,Consumo Cíclico,Tecidos Vestuário e Calçados,Fios e Tecidos
TEKA4,8.91,8.4,24.49,-0.595,28245.24,0.0,-0.04,-0.01,0.0,51.68,84.0,0.4,0.65,-3533.44,0.0,-239.81,0.02,0.0,0.0,0.0,51.02,82.93,-1.72,2.72,0.04,0.169,0.052,0.032,-0.565,-0.068,-0.117,-0.003,0.21,-0.014,0.0,-1777868000.0,1035475000.0,95716000.0,571737000.0,266000.0,571471000.0,7369570.0,578840570.0,,0.0,Consumo Cíclico,Tecidos Vestuário e Calçados,Fios e Tecidos
TELB3,38.9,37.16,85.54,-0.545,30595.71,0.0,-18.37,0.03,1.83,8.95,-14.77,15.77,-26.03,21.3,0.66,-2.12,9.86,2.41,-0.98,-0.5,-4.28,7.06,0.36,0.64,5.93,-0.919,0.625,-0.379,-0.536,-0.099,-0.036,-0.061,0.07,0.427,0.0,1445523000.0,4020150000.0,1316270000.0,229422000.0,945480000.0,-716058000.0,2213621750.0,1497563750.0,,0.046,Comunicações,Telecomunicações,Telecomunicações
TELB4,15.74,13.82,34.65,-0.465,93751.83,0.0,-7.43,0.01,0.74,8.95,-14.77,6.38,-10.53,21.3,0.27,-2.12,3.99,0.98,-0.4,-0.5,-4.28,7.06,0.36,0.64,5.93,-0.919,0.625,-0.379,-0.536,-0.099,-0.036,-0.061,0.07,0.427,0.0,1445523000.0,4020150000.0,1316270000.0,229422000.0,945480000.0,-716058000.0,2213621750.0,1497563750.0,,0.046,Comunicações,Telecomunicações,Telecomunicações
TEND3,15.94,14.35,29.09,-0.452,14222922.48,0.011,11.17,-0.41,1.12,7.28,8.37,6.19,7.12,14.19,0.36,1.43,0.61,0.98,-0.93,0.2,1.11,1.27,0.32,0.68,2.56,0.268,0.099,0.086,0.055,0.101,0.033,0.067,0.59,0.218,0.375,1480679000.0,4580948000.0,2786958000.0,1339821000.0,1041819000.0,298002000.0,1659073511.0,1957075511.0,Novo Mercado,0.921,Consumo Cíclico,Construção Civil,Incorporações
TESA3,48.0,26.91,50.8,0.735,1340759.4,0.0,-13.3,0.83,1.62,10.98,17.39,6.78,10.73,29.64,0.52,-3.61,1.01,-11.1,-0.74,1.01,4.21,6.66,0.32,0.68,0.86,0.159,0.149,0.094,-0.076,-0.122,-0.039,0.039,0.52,0.073,0.0,858223000.0,2654669000.0,767448000.0,892457000.0,29688000.0,862769000.0,1389696672.0,2252465672.0,,0.0,Consumo não Cíclico,Agropecuária,Agricultura
TGMA3,15.17,12.88,25.73,-0.398,5133559.87,0.052,9.29,0.43,1.49,6.86,7.78,6.91,7.84,10.13,0.98,1.63,0.98,3.62,-1.85,-0.03,-0.13,-0.14,0.66,0.34,2.39,0.191,0.142,0.125,0.106,0.161,0.106,0.128,1.0,-0.02,0.61,668634000.0,1014024000.0,473722000.0,203284000.0,221421000.0,-18137000.0,1008524541.0,990387541.0,Novo Mercado,0.485,Bens Industriais,Transporte,Transporte Rodoviário
TIET3,3.49,3.09,3.49,0.033,558793.42,0.001,6.09,0.03,3.13,5.41,7.15,3.69,4.88,1.11,0.64,0.57,3.01,1435.37,-0.72,2.34,2.76,3.64,0.2,0.72,1.0,0.747,0.816,0.618,0.495,0.515,0.105,0.132,0.21,-0.052,0.238,2222743000.0,10917506000.0,1213661000.0,5932717000.0,730147000.0,5202570000.0,5004795801.0,10207365801.0,,0.0,Utilidade Pública,Energia Elétrica,Energia Elétrica
TIET4,3.51,3.08,3.51,0.045,1764454.32,0.001,6.13,0.03,3.15,5.41,7.15,3.71,4.91,1.11,0.64,0.57,3.03,1443.59,-0.72,2.34,2.76,3.64,0.2,0.72,1.0,0.747,0.816,0.618,0.495,0.515,0.105,0.132,0.21,-0.052,0.238,2222743000.0,10917506000.0,1213661000.0,5932717000.0,730147000.0,5202570000.0,5004795801.0,10207365801.0,,0.0,Utilidade Pública,Energia Elétrica,Energia Elétrica
TIMP3,13.46,11.36,17.49,0.182,112769843.86,0.033,10.68,0.15,1.29,4.15,11.94,3.68,10.59,10.18,0.72,1.23,1.77,5.49,-1.01,0.16,0.46,1.31,0.56,0.44,1.85,0.532,0.481,0.167,0.166,0.121,0.068,0.07,0.41,0.002,0.073,24641779000.0,43978480000.0,12611083000.0,11306988000.0,7372408000.0,3934580000.0,31857785878.0,35792365878.0,Novo Mercado,0.334,Comunicações,Telecomunicações,Telecomunicações
TKNO4,53.01,40.5,66.42,0.213,15654.33,0.068,2.66,0.0,0.65,2.66,2.84,2.16,2.31,81.48,0.45,19.93,0.54,1.24,-1.23,0.04,0.13,0.14,0.7,0.3,2.37,0.273,0.249,0.233,0.202,0.245,0.171,0.196,0.84,0.085,0.0,240202000.0,344756000.0,217499000.0,33778000.0,24549000.0,9229000.0,182641027.0,191870027.0,,0.103,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
TOTS3,29.08,24.17,40.6,-0.012,130887146.3,0.011,52.05,1.42,4.28,23.3,34.94,24.11,36.16,6.79,1.9,0.56,5.92,9.58,-4.01,-0.21,-1.2,-1.79,0.44,0.56,1.61,0.706,0.245,0.164,0.114,0.082,0.036,0.067,0.32,0.063,0.12,4187758000.0,9425288000.0,4953791000.0,1864531000.0,2753017000.0,-888486000.0,18206903840.0,17318417840.0,Novo Mercado,0.842,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
TRIS3,6.46,5.16,11.45,-0.436,8431143.87,0.037,7.59,17.58,0.97,6.76,7.03,5.85,6.09,6.65,0.52,0.85,1.41,0.96,-2.14,0.16,0.99,1.03,0.53,0.44,3.5,0.376,0.241,0.232,0.186,0.128,0.068,0.095,0.37,0.183,0.528,1241238000.0,2321403000.0,1756134000.0,597678000.0,394194000.0,203484000.0,1190619892.0,1394103892.0,Novo Mercado,0.446,Consumo Cíclico,Construção Civil,Incorporações
TRPL3,31.12,25.82,33.5,0.157,76396.3,0.115,5.46,0.08,1.41,5.2,4.39,4.69,3.96,22.07,0.73,5.69,4.66,9.45,-0.84,0.36,1.19,1.0,0.52,0.47,2.38,0.698,0.994,1.178,0.853,0.258,0.133,0.199,0.16,0.235,0.494,14542993000.0,28193896000.0,3738589000.0,6404475000.0,1207457000.0,5197018000.0,17537065684.0,22734083684.0,Nível 1,0.642,Utilidade Pública,Energia Elétrica,Energia Elétrica
TRPL4,24.15,21.05,25.39,0.046,24568806.0,0.148,4.24,0.07,1.09,5.2,4.39,3.64,3.07,22.07,0.56,5.69,3.62,7.34,-0.65,0.36,1.19,1.0,0.52,0.47,2.38,0.698,0.994,1.178,0.853,0.258,0.133,0.199,0.16,0.235,0.494,14542993000.0,28193896000.0,3738589000.0,6404475000.0,1207457000.0,5197018000.0,17537065684.0,22734083684.0,Nível 1,0.642,Utilidade Pública,Energia Elétrica,Energia Elétrica
TUPY3,20.57,18.91,25.95,-0.078,11500282.96,0.021,13.05,-0.04,1.1,4.85,8.55,3.65,6.44,18.66,0.46,1.58,0.47,1.29,-1.11,0.37,1.21,2.13,0.42,0.58,2.54,0.165,0.13,0.073,0.036,0.085,0.035,0.092,0.97,0.044,0.007,2690750000.0,6471846000.0,3798975000.0,2077753000.0,1091723000.0,986030000.0,2964289400.0,3950319400.0,Novo Mercado,0.469,Bens Industriais,Material de Transporte,Material Rodoviário
TXRX3,34.0,29.8,59.34,-0.42,6800.0,0.0,-24.41,0.07,-0.47,0.0,10.39,0.0,4.68,-73.04,0.68,-1.39,0.97,-0.54,-1.23,0.0,0.0,8.18,-1.46,2.46,0.26,0.362,0.0,0.208,-0.04,-0.019,-0.028,-0.532,0.7,0.018,0.0,-311100000.0,213474000.0,95275000.0,253028000.0,80000.0,252948000.0,68414552.0,321362552.0,,1.0,Consumo Cíclico,Tecidos Vestuário e Calçados,Fios e Tecidos
TXRX4,6.74,6.72,10.7,-0.323,6006.43,0.0,-4.84,0.01,-0.09,0.0,10.39,0.0,0.93,-73.04,0.13,-1.39,0.19,-0.11,-0.24,0.0,0.0,8.18,-1.46,2.46,0.26,0.362,0.0,0.208,-0.04,-0.019,-0.028,-0.532,0.7,0.018,0.0,-311100000.0,213474000.0,95275000.0,253028000.0,80000.0,252948000.0,68414552.0,321362552.0,,1.0,Consumo Cíclico,Tecidos Vestuário e Calçados,Fios e Tecidos
UCAS3,3.87,3.45,5.6,-0.142,191748.57,0.055,9.91,0.08,1.55,4.68,6.0,6.1,7.83,2.5,0.94,0.39,1.25,4.74,-1.94,-0.35,-1.36,-1.75,0.61,0.39,1.63,0.38,0.205,0.16,0.127,0.156,0.095,0.119,0.75,-0.075,0.145,165283000.0,271103000.0,139533000.0,15890000.0,72992000.0,-57102000.0,253110774.0,196008774.0,Novo Mercado,0.431,Consumo Cíclico,Utilidades Domésticas,Móveis
UGPA3,14.75,12.38,23.53,-0.348,86750413.96,0.043,18.41,0.05,1.68,10.72,17.25,6.09,9.8,8.78,0.44,0.8,0.15,2.06,-0.87,1.27,4.61,7.42,0.26,0.73,1.77,0.061,0.025,0.016,0.008,0.091,0.024,0.05,2.88,0.014,-0.098,9795901000.0,37372335000.0,18342912000.0,18224860000.0,5741169000.0,12483691000.0,16559349093.0,29043040093.0,Novo Mercado,0.974,Petróleo Gás e Biocombustíveis,Petróleo Gás e Biocombustíveis,Exploração Refino e Distribuição
UNIP3,94.2,45.94,103.2,0.979,3324054.13,0.148,5.65,0.01,3.54,3.66,4.0,3.71,4.05,26.84,1.48,16.79,1.65,5.91,-2.73,-0.18,-0.19,-0.21,0.42,0.58,2.19,0.437,0.446,0.408,0.292,0.626,0.261,0.405,0.89,0.351,0.784,2534707000.0,6075097000.0,2795563000.0,970003000.0,1434673000.0,-464670000.0,9305845021.0,8841175021.0,,0.564,Materiais Básicos,Químicos,Químicos Diversos
UNIP5,96.9,42.48,102.9,0.972,43922.93,0.159,5.77,0.01,3.61,3.66,4.0,3.79,4.14,26.84,1.51,16.79,1.69,6.03,-2.79,-0.18,-0.19,-0.21,0.42,0.58,2.19,0.437,0.446,0.408,0.292,0.626,0.261,0.405,0.89,0.351,0.784,2534707000.0,6075097000.0,2795563000.0,970003000.0,1434673000.0,-464670000.0,9305845021.0,8841175021.0,,0.564,Materiais Básicos,Químicos,Químicos Diversos
UNIP6,98.31,43.93,103.24,0.971,33891093.78,0.157,5.85,0.01,3.66,3.66,4.0,3.84,4.2,26.84,1.53,16.79,1.71,6.12,-2.83,-0.18,-0.19,-0.21,0.42,0.58,2.19,0.437,0.446,0.408,0.292,0.626,0.261,0.405,0.89,0.351,0.784,2534707000.0,6075097000.0,2795563000.0,970003000.0,1434673000.0,-464670000.0,9305845021.0,8841175021.0,,0.564,Materiais Básicos,Químicos,Químicos Diversos
USIM3,15.4,11.59,22.47,0.168,14549108.83,0.084,2.35,0.0,0.96,1.52,1.65,1.56,1.7,16.09,0.5,6.56,0.62,1.36,-1.07,-0.06,-0.1,-0.11,0.52,0.41,3.08,0.347,0.397,0.365,0.264,0.408,0.211,0.3,0.8,0.096,0.0,20164345000.0,38918447000.0,20948645000.0,6078224000.0,7293502000.0,-1215278000.0,19976713109.0,18761435109.0,Nível 1,0.539,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
USIM5,16.64,11.92,21.99,0.379,335635346.87,0.086,2.54,0.0,1.04,1.52,1.65,1.69,1.84,16.09,0.54,6.56,0.67,1.48,-1.16,-0.06,-0.1,-0.11,0.52,0.41,3.08,0.347,0.397,0.365,0.264,0.408,0.211,0.3,0.8,0.096,0.0,20164345000.0,38918447000.0,20948645000.0,6078224000.0,7293502000.0,-1215278000.0,19976713109.0,18761435109.0,Nível 1,0.539,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
USIM6,17.93,15.93,27.99,0.126,2738.0,0.08,2.73,0.0,1.11,1.52,1.65,1.82,1.98,16.09,0.58,6.56,0.72,1.59,-1.25,-0.06,-0.1,-0.11,0.52,0.41,3.08,0.347,0.397,0.365,0.264,0.408,0.211,0.3,0.8,0.096,0.0,20164345000.0,38918447000.0,20948645000.0,6078224000.0,7293502000.0,-1215278000.0,19976713109.0,18761435109.0,Nível 1,0.539,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
VALE3,85.09,62.33,106.26,0.106,1981455817.0,0.172,4.57,0.01,2.41,3.25,3.8,3.14,3.67,35.32,0.92,18.64,1.44,20.52,-1.2,0.08,0.11,0.12,0.38,0.61,1.24,0.612,0.46,0.393,0.317,0.528,0.203,0.381,0.64,0.217,0.0,181296288000.0,472574403000.0,108736098000.0,73895677000.0,59057151000.0,14838526000.0,436618236939.0,451456762939.0,Novo Mercado,0.942,Materiais Básicos,Mineração,Minerais Metálicos
VIVA3,26.44,21.5,34.56,0.011,29010908.57,0.013,23.23,0.29,4.58,16.83,20.61,17.11,20.95,5.69,2.59,1.12,4.87,7.36,-6.35,-0.13,-0.49,-0.6,0.57,0.43,2.48,0.741,0.285,0.232,0.21,0.197,0.112,0.179,0.53,0.0,0.0,1342838020.0,2368822204.0,1400601623.0,290905429.0,465778835.0,-174873406.0,6221449235.0,6046575829.0,Novo Mercado,0.421,Consumo Cíclico,Tecidos Vestuário e Calçados,Acessórios
VIVR3,1.26,0.8,9.81,0.167,5676889.96,0.0,-2.27,0.04,-1.44,-5.21,-5.09,-2.87,-2.81,-0.87,0.52,-0.56,2.3,-1.94,-0.98,0.0,-2.31,-2.26,-0.36,1.36,0.64,0.135,-0.8,-0.818,-1.012,-0.635,-0.229,-0.748,0.23,-0.17,0.0,-124814000.0,346030000.0,162041000.0,210624000.0,65960000.0,144664000.0,181486446.0,326150446.0,Novo Mercado,1.0,Consumo Cíclico,Construção Civil,Incorporações
VIVT3,49.6,39.43,51.02,0.092,83972326.09,0.07,17.16,5.6,1.21,4.64,12.25,4.44,11.71,41.01,0.74,2.9,1.92,57.58,-0.94,0.06,0.21,0.55,0.61,0.39,1.07,0.45,0.433,0.164,0.112,0.071,0.043,0.072,0.39,0.014,0.074,69350479000.0,113252552000.0,23710223000.0,12707563000.0,8727812000.0,3979751000.0,83957401427.0,87937152427.0,,0.256,Comunicações,Telecomunicações,Telecomunicações
VIVT4,45.34,0.0,0.0,0.0,0.0,0.0,15.65,5.11,1.11,4.64,12.25,4.05,10.68,41.01,0.68,2.9,1.75,52.52,-0.86,0.06,0.21,0.55,0.61,0.39,1.07,0.45,0.433,0.164,0.112,0.071,0.043,0.072,0.39,0.014,0.074,69350479000.0,113252552000.0,23710223000.0,12707563000.0,8727812000.0,3979751000.0,83957401427.0,87937152427.0,,0.256,Comunicações,Telecomunicações,Telecomunicações
VLID3,9.96,6.87,10.67,0.155,4304688.35,0.03,-33.06,0.4,0.65,11.47,27.12,5.42,12.82,15.05,0.26,-0.3,0.37,1.69,-0.46,0.72,6.01,14.21,0.41,0.58,1.57,0.225,0.069,0.029,-0.011,-0.02,-0.008,0.017,0.71,0.034,0.0,1235003000.0,3048867000.0,1307589000.0,1293205000.0,401802000.0,891403000.0,810034720.0,1701437720.0,Novo Mercado,0.954,Bens Industriais,Serviços,Serviços Diversos
VULC3,9.39,6.79,10.86,0.099,4524404.04,0.037,8.0,0.01,1.8,7.23,9.04,6.51,8.15,5.19,1.1,1.17,1.35,3.04,-3.42,0.17,0.62,0.78,0.61,0.39,2.15,0.322,0.207,0.165,0.168,0.225,0.138,0.16,0.82,0.041,0.0,1274535000.0,2084358000.0,1412887000.0,370279000.0,150108000.0,220171000.0,2329769193.0,2549940193.0,Novo Mercado,0.3,Consumo Cíclico,Tecidos Vestuário e Calçados,Calçados
VVAR3,11.31,10.98,20.7,-0.355,453915553.63,0.0,746.46,-7.08,1.32,51.28,-27.21,23.93,-12.7,3.55,0.21,0.01,0.23,-9.68,-0.46,1.49,27.05,-14.35,0.16,0.84,0.96,0.306,0.01,-0.018,0.0,0.002,0.0,-0.13,0.92,0.084,-0.065,5675000000.0,35089000000.0,18789000000.0,10014000000.0,1575000000.0,8439000000.0,7560554299.0,15999554299.0,Novo Mercado,0.999,Consumo Cíclico,Comércio,Eletrodomésticos
WEGE3,32.36,28.56,43.83,-0.262,236953931.09,0.013,39.47,0.61,10.69,30.1,33.81,30.09,33.8,3.04,6.06,0.82,6.22,18.91,-17.57,-0.1,-0.29,-0.32,0.57,0.42,1.96,0.308,0.207,0.184,0.158,0.271,0.153,0.228,0.97,0.123,0.245,12750405000.0,22500301000.0,14743151000.0,1635209000.0,2942361000.0,-1307152000.0,137672030334.0,136364878334.0,Novo Mercado,0.354,Bens Industriais,Máquinas e Equipamentos,Motores  Compressores e Outros
WHRL3,6.4,6.23,7.44,-0.124,18147.73,0.092,8.83,0.11,3.83,6.53,7.37,7.18,8.09,1.67,1.06,0.73,0.85,9.86,-4.83,-0.46,-0.87,-0.98,0.28,0.72,1.16,0.185,0.118,0.105,0.096,0.434,0.12,0.285,1.25,-0.003,0.306,2511991000.0,9066992000.0,7074655000.0,1095397000.0,2255389000.0,-1159992000.0,9916504060.0,8756512060.0,,0.019,Consumo Cíclico,Comércio,Eletrodomésticos
WHRL4,6.93,6.93,9.35,-0.122,113277.3,0.093,9.56,0.12,4.15,6.53,7.37,7.77,8.76,1.67,1.15,0.73,0.92,10.68,-5.23,-0.46,-0.87,-0.98,0.28,0.72,1.16,0.185,0.118,0.105,0.096,0.434,0.12,0.285,1.25,-0.003,0.306,2511991000.0,9066992000.0,7074655000.0,1095397000.0,2255389000.0,-1159992000.0,9916504060.0,8756512060.0,,0.019,Consumo Cíclico,Comércio,Eletrodomésticos
WIZS3,8.45,6.04,18.54,0.059,13679816.39,0.073,7.35,-0.51,3.43,0.0,3.1,0.0,4.03,2.45,1.1,1.14,1.53,4.03,-2.26,-0.78,0.0,-0.92,0.32,0.66,2.12,0.661,0.0,0.381,0.209,0.466,0.149,0.352,0.72,0.172,0.135,391028000.0,1220189000.0,627969000.0,223142000.0,529431000.0,-306289000.0,1336824878.0,1030535878.0,Novo Mercado,0.485,Financeiro e Outros,Previdência e Seguros,Corretoras de Seguros
WLMM3,33.9,18.0,44.19,0.589,8519.0,0.02,13.21,0.22,2.33,7.9,8.14,9.6,9.89,14.56,1.9,2.57,0.71,4.96,-3.69,-0.3,-1.25,-1.29,0.81,0.19,4.65,0.128,0.074,0.072,0.054,0.176,0.143,0.161,2.66,0.148,0.881,530316000.0,651248000.0,317115000.0,6080000.0,166902000.0,-160822000.0,1176911308.0,1016089308.0,,0.151,Bens Industriais,Comércio,Material de Transporte
WLMM4,31.0,26.42,42.11,0.11,71233.86,0.024,12.08,0.2,2.13,7.9,8.14,8.78,9.04,14.56,1.73,2.57,0.65,4.54,-3.38,-0.3,-1.25,-1.29,0.81,0.19,4.65,0.128,0.074,0.072,0.054,0.176,0.143,0.161,2.66,0.148,0.881,530316000.0,651248000.0,317115000.0,6080000.0,166902000.0,-160822000.0,1176911308.0,1016089308.0,,0.151,Bens Industriais,Comércio,Material de Transporte
WSON33,67.0,41.5,68.21,0.516,1426547.29,0.048,18.51,0.12,2.1,8.44,13.2,5.52,8.63,28.98,0.84,3.3,2.17,37.21,-0.98,1.12,2.94,4.59,0.4,0.6,1.19,0.511,0.393,0.251,0.117,0.114,0.045,0.078,0.39,0.015,0.18,2111474000.0,5311532000.0,758616000.0,2571899000.0,208200000.0,2363699000.0,4430614168.0,6794313168.0,Novo Mercado,0.431,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
YDUQ3,22.63,18.06,35.5,-0.342,55912747.7,0.021,53.16,-1.07,2.06,8.97,22.43,6.07,15.18,10.83,0.7,0.42,1.6,13.45,-1.0,0.98,2.88,7.19,0.34,0.66,1.21,0.541,0.264,0.106,0.03,0.039,0.013,0.045,0.43,0.056,-0.217,3346511000.0,9927807000.0,3010862000.0,5169533000.0,1897911000.0,3271622000.0,6929772039.0,10201394039.0,Novo Mercado,0.973,Consumo Cíclico,Diversos,Serviços Educacionais
